symbol,logFC,pval,padj
RBFOX1,0.00010904955706791952,0.5289547739372468,0.6409424445853639
AC019349.2,0.0001028589831548743,0.5289806831383428,0.6409503007656576
TTTY3,1.6252306522801518e-07,0.5292533232903889,0.641257102011104
RP11-461F16.3,-3.9785081753507257e-05,0.5292595121541697,0.641241053263571
AC006042.6,0.00013850771938450634,0.5292724201645875,0.6412331461897101
RP11-53L24.1,0.00010958252823911607,0.5292758722881594,0.6412137839598979
RP11-466F5.6,0.0001258195989066735,0.529311570428854,0.6412334875275385
RP11-429E11.2,9.731156751513481e-07,0.529359870930262,0.6412684561935601
KRT8P33,0.0004922039806842804,0.5293753508382274,0.6412636647664041
RP5-1119A7.14,9.245114051736891e-05,0.5294294779194834,0.6413056875785951
RP1-102K2.6,-0.00023186663747765124,0.5294305622863498,0.6412834582466267
SEPT7P8,-1.1590957001317292e-05,0.5296518782696386,0.6415279807461813
AICDA,-0.00020480877719819546,0.5297173117347355,0.6415836833084061
CTD-2232E5.2,-7.508193084504455e-05,0.5297852784925724,0.6416424499453962
AC099668.5,0.00010504625970497727,0.5297988360226341,0.6416353176687275
RP11-332P22.2,-0.00015414124936796725,0.5300038967431802,0.6418601054520546
CHST9-AS1,-7.552857277914882e-05,0.530026166993866,0.6418635168451371
SLC9B1P2,0.0001071864171535708,0.5300277037298315,0.6418418205514659
KLHL32,7.856589218135923e-05,0.5302538744763001,0.6420921384448591
RP11-323J4.1,-0.0003350969054736197,0.5304496362508246,0.642305616650004
RP11-956J14.1,-0.00046443447354249656,0.5306257877414353,0.6424953345515104
ZNF534,0.0005477420636452734,0.5307295968306597,0.6425974477056847
RP11-1167A19.6,2.7168462111148983e-05,0.5307580123972766,0.6426082716515537
CTC-484P3.1,8.436240023002028e-06,0.5308617579692276,0.642710296268105
BTBD16,0.00022567049018107355,0.5309349850931571,0.6427753663003125
RP11-109J4.1,9.554492135066539e-05,0.5309375175571165,0.6427548483506534
RP1-209B5.2,0.0001723248278722167,0.5310684872966296,0.6428898128247833
FAM189A1,9.62593185249716e-05,0.5312327565025928,0.643065076890452
CTD-2024I7.13,9.867372864391655e-05,0.5312540149711515,0.6430672178433174
SNORA71D,-9.321780817117542e-05,0.5312540742390808,0.6430436985772945
RP5-1053E7.3,0.0008639469742774963,0.531334256785776,0.6431171607720718
RP11-384K6.4,-1.1399126378819346e-05,0.5313433722180909,0.6431046024113536
RNA5SP195,-0.00017595775716472417,0.5313809381008814,0.643126478344897
RP11-681L4.1,-4.141008321312256e-05,0.5313897150212753,0.6431135108802032
RP5-965K10.3,-0.00020449147268664092,0.5315173707020673,0.6432444119100171
AP000439.2,4.0693674236536026e-05,0.5315662285434516,0.6432799453802012
AC012487.2,0.00031400390435010195,0.5316655771528106,0.6433765758878085
RP11-298J23.5,-0.00019548523414414376,0.5318173257086649,0.6435366069518978
RFPL2,5.565889296121895e-05,0.531849360227395,0.6435517691324225
IKZF5,-0.0023277997970581055,0.5318550613489463,0.6435350672635038
RP11-307P5.1,0.00019360754231456667,0.5318868656943965,0.643549949893165
CTD-2024P10.1,0.00024948472855612636,0.5319643817804962,0.6436201377597988
RP11-46A10.4,9.503052569925785e-05,0.5319828438695359,0.6436188740640707
RP11-407N17.4,-7.424344948958606e-05,0.5320346111844587,0.6436579032754451
ACADL,0.00024411929189227521,0.5320360592438134,0.6436360553915679
GOLGA6B,0.00011859072401421145,0.5321374540298166,0.6437351162498185
LA16c-444G7.1,-1.9122089724987745e-06,0.5321884743558754,0.6437732332956485
RP11-732A19.6,0.00017137669783551246,0.532311393827763,0.6438983187061276
AL117209.1,-5.668490848620422e-05,0.5324094779209201,0.6439933544981581
RP11-111M22.2,-2.176128327846527e-05,0.5324466335468492,0.6440146879972979
ZNF252P,0.007931634783744812,0.5324510693007654,0.6439964454391038
RP11-134P9.1,0.00012674962636083364,0.5325434080083629,0.644084518428061
FLI1-AS1,-0.0009012734517455101,0.5325766330534243,0.6441010925737752
RP11-805I24.1,0.00012381747364997864,0.5326520481442873,0.6441686885064237
XXbac-BPG181B23.6,0.0003524176136124879,0.5327214908980802,0.6442290570364373
NDUFS5P3,2.8543083317345008e-05,0.5327781736154047,0.6442739907802925
RP11-503N18.3,0.00016289931954815984,0.5328459878634265,0.644332381791166
RP11-375H19.2,9.613699512556195e-05,0.5328474366084195,0.6443105204271191
RP11-384C4.3,-0.0004642633139155805,0.5328650932860203,0.6443082583176576
MTND1P10,-0.00022502444335259497,0.5330281771069806,0.6444818316407646
RP11-221N13.4,0.00023910327581688762,0.5330326143616523,0.6444635804640058
WFDC2,-0.00022252867347560823,0.5330525247682245,0.6444640377680395
RPL31P52,-0.00037042147596366704,0.5330791609456706,0.6444726262422104
BPI,0.00030081061413511634,0.5331039742294055,0.6444790103579392
RP11-389E17.1,-4.075866308994591e-05,0.5331405597392687,0.6444996251409529
MYLPF,0.0001249832275789231,0.5332017818879591,0.6445500199081593
MAGEL2,-0.0001744573819451034,0.5332156393172527,0.644543157212513
RP11-503N18.5,0.0003457367420196533,0.5333563836204207,0.644689668372194
DCTN1-AS1,0.00044308294309303164,0.5333627237639341,0.6446737149458204
API5P2,-0.0002847169525921345,0.5334148949698411,0.6447131565086598
TRBV8-2,0.00019314410747028887,0.5334493591141112,0.6447311942846189
RP11-129B9.2,-0.000109362110379152,0.5335724726611912,0.644856369197319
RP11-266O15.3,0.00022645265562459826,0.5335898067834227,0.6448536984403719
AC073316.1,2.0985786250093952e-05,0.5336201185956869,0.6448667110963884
RP11-313I2.5,-0.00010545838449615985,0.5336874313743779,0.6449244359140638
TEX14,0.0002616617130115628,0.5337256903870632,0.6449470483179326
AL589685.1,0.00010005652438849211,0.5338512562905924,0.6450751556913533
KLK4,-7.524230750277638e-05,0.5339452097232702,0.6451650563891785
RP11-37L2.1,1.1999705748166889e-05,0.5339479282845571,0.645144715605279
FCN1,0.0007204762659966946,0.5339575323561246,0.6451326954516948
AC004160.4,-0.00010703136649681255,0.5342007772281465,0.6454029529345549
CEBPA-AS1,0.0013942006044089794,0.5342751307713927,0.6454691494197248
RP11-834C11.10,-0.000109813641756773,0.5342837398073702,0.6454559166280089
CLDN10,-0.0001715230755507946,0.5343042204214431,0.645457026061052
AC012363.13,0.00020431587472558022,0.5343708293887091,0.645513857936606
RP11-395I6.2,0.0001021205898723565,0.5344100869266513,0.6455376466463429
RNA5SP33,-9.088546357816085e-05,0.5344282353663303,0.6455359359317642
RP5-836N10.1,0.0013744840398430824,0.5345353236286013,0.6456416518331333
RP11-561N12.5,-7.347187784034759e-05,0.5345721273656796,0.6456624695230471
CYP26C1,1.2564094504341483e-05,0.5347173275523087,0.6458142033964797
COL18A1-AS2,-0.00017207814380526543,0.5347471497180847,0.6458265814402709
AC079807.4,-8.675595745444298e-05,0.5347853119522636,0.645849030704035
PTK6,3.3468008041381836e-05,0.5347926544250549,0.6458342593058591
AC140481.2,-0.00016314315143972635,0.5348377070600715,0.6458650274291644
AC079135.1,0.00010370212839916348,0.5348458068942235,0.6458511710757906
RP11-184I16.4,-0.00013567108544521034,0.5349365186966899,0.6459370698773023
RP11-90B22.2,-9.919478907249868e-05,0.5349873771265284,0.6459748411143162
RP11-875H7.5,9.809085895540193e-05,0.5350767206919862,0.6460590770751303
AC104695.4,-4.942963278153911e-05,0.5350949753000658,0.6460574762158104
AC144450.2,0.0007837871089577675,0.5351007033370692,0.6460407518243111
AC092155.1,-0.00010786982602439821,0.5352270933298661,0.6461697015886911
LINC00616,0.00011630606604740024,0.5352890222943752,0.6462208221654133
RPL5P13,4.339002771303058e-06,0.5352971915350957,0.6462070406373658
RP11-533E19.5,0.0004132385365664959,0.5353999195606841,0.6463074066478167
MIR580,-0.00021241826470941305,0.5354860509816142,0.6463877314750259
OR7E2P,0.00011468467710074037,0.5355175202936837,0.6464020699502503
SNORA36A,6.11472933087498e-05,0.5355366227932774,0.6464014804310867
CTD-2026D20.2,0.0005240088794380426,0.5356211908329642,0.6464799060443228
AC093662.6,-0.0002695794391911477,0.535677238523096,0.6465239039091942
GPR158-AS1,0.0001026849786285311,0.5358103820102449,0.6466609442345379
RP11-717H13.1,-2.857379149645567e-05,0.5359096104751458,0.6467570445364826
RP11-428L21.2,3.278790973126888e-05,0.5359345353858924,0.6467634686023745
AC078993.1,5.595770198851824e-05,0.5359717291748116,0.6467846976857182
AL136218.1,5.659951420966536e-05,0.5360419117964972,0.6468457330843516
AC131097.4,8.177804556908086e-05,0.5360606413446394,0.6468446774856047
RORB,0.00018660884234122932,0.5361609702395917,0.6469420812965928
RP11-272K23.3,8.992092625703663e-05,0.5363218555344915,0.6471125438221512
RNA5SP201,-0.0003116992302238941,0.5364799665871216,0.6472796466721058
RP11-626G11.5,8.293638529721648e-05,0.5365326006456997,0.647319480704434
POU1F1,9.026407497003675e-05,0.5367712217370724,0.6475836945122199
RP11-745A24.2,5.645197234116495e-06,0.5368005600727477,0.6475954105886768
ARL17B,-0.00015063956379890442,0.5369137297581799,0.6477082561285197
RP11-295P9.2,-0.00010660255793482065,0.5370758481768703,0.6478801407793153
RP11-555J4.3,5.141517613083124e-05,0.5370965224941617,0.6478813936202562
RP11-158M2.2,-0.0001705046306597069,0.5371236616308919,0.6478904443778343
RP11-429A24.4,-8.03837101557292e-05,0.5372830490525284,0.6480590094493941
AC006377.1,-8.77508136909455e-05,0.5373144640413586,0.648073210302845
RP11-211N8.2,0.0004069739952683449,0.5374547194237642,0.648218681411964
CCL3L3,-0.00010660354746505618,0.5374720338977768,0.6482158695247147
RP11-689B22.2,5.345745012164116e-05,0.5375241703003781,0.648255053147446
RP1-45I14.1,-7.987860590219498e-05,0.5375465948794943,0.6482584027064661
AC011284.3,0.00010904955706791952,0.5376246546100805,0.6483288432023538
ZNF90P1,0.00031450664391741157,0.5376617181537108,0.648349842499879
RP11-325E14.5,-0.0001101144589483738,0.5376703436154002,0.648336548901441
AC140076.1,-5.128226621309295e-05,0.5377417095395514,0.648398907552167
AC011385.1,0.000353641458787024,0.5377575084834421,0.6483942624670627
PRDX2P1,0.0006668362766504288,0.5377985500624713,0.6484200525948711
AL731568.1,-1.346709905192256e-05,0.5379070604865073,0.648527184592842
AC097658.1,0.0005101943388581276,0.5380571697106726,0.6486844604868329
RP5-1000K24.2,-0.0008854361949488521,0.5381290957701388,0.6487474703107797
CTD-2611O12.3,5.828696885146201e-07,0.5382395889716183,0.6488569688753578
AC005831.1,-0.0005796095356345177,0.5382793141690427,0.648881150524554
ANKS4B,-0.0001967253629118204,0.538292665497566,0.6488735385829385
RP11-191N8.2,0.00018372811609879136,0.538337970440782,0.6489044436011253
RP11-560G2.1,1.394335413351655e-06,0.5383834026296974,0.6489354997357663
AC005007.3,-2.1873856894671917e-06,0.5384351149315121,0.64897412300147
RP11-1060J15.5,-8.351815631613135e-05,0.5384755976369788,0.6489992089433123
RNU4ATAC,5.9908838011324406e-05,0.5385490844831025,0.6490640699316932
RP3-476K8.3,-0.0003273728070780635,0.5386090388605995,0.6491126173279818
AL627171.1,7.453927537426353e-07,0.5386925548817385,0.6491895558027306
RP11-244K5.1,0.00016353603859897703,0.5389135647821763,0.6494321793275349
RP11-520P18.1,0.0003091755788773298,0.5389789273406402,0.6494872249955964
RP11-458I7.1,0.0003170560812577605,0.5391290892528798,0.6496444489043449
RP11-563H8.2,-0.00012525617785286158,0.5391583542683636,0.6496559872579577
RPL21P1,-0.00013902611681260169,0.5393372336705922,0.6498477952439815
DPEP1,1.086843985831365e-05,0.539417223320763,0.6499204412440598
ZBTB20-AS1,-8.376753248739988e-05,0.539519678180851,0.6500201483085218
PRMT8,0.000259772059507668,0.5396281999003307,0.6501271572538581
RP11-429A20.2,5.637013236992061e-05,0.5397258203634312,0.6502210253721122
IFITM5,0.00010704790474846959,0.5397922814335732,0.6502773495162564
CTD-2651B20.6,-8.850727317621931e-05,0.5398332633686992,0.6503029764457915
RP11-203M5.6,0.00011430434824433178,0.5398960503993915,0.6503548677641533
HOXD12,0.000221198788494803,0.5399610450822394,0.6504094145184175
MAGI2-AS2,0.00012209507985971868,0.5399750494380726,0.650402539196481
KRT37,0.0001071864171535708,0.5400916247771553,0.6505192071082075
RPS3AP3,1.2846292520407587e-05,0.5401775156000503,0.6505989095537018
AC073257.2,5.488960596267134e-06,0.5401775156000503,0.6505751616010973
MORF4,0.0005831425078213215,0.540204453275364,0.6505838572040966
NPAP1,0.0002637517172843218,0.5402920114570617,0.6506655565379135
RP5-827C21.2,-8.351815631613135e-05,0.5403141971546949,0.6506685256804685
RP11-243J16.8,-0.0001330541563220322,0.5404272411357894,0.6507809058859625
RP11-754I20.3,-8.850727317621931e-05,0.540436901779052,0.6507687885186607
RP3-340N1.2,0.00020640972070395947,0.5404791433788575,0.6507959030649371
MTND6P5,-0.00013392639812082052,0.5405050175002561,0.6508033081203136
CTD-2547L16.3,-0.0001867404207587242,0.5405401608149876,0.6508218729415601
KB-1247B1.1,1.6252306522801518e-07,0.540668339722979,0.6509524491574418
AP000269.1,1.9273720681667328e-05,0.5407490537935178,0.6510258713390177
AIM2,-4.3343985453248024e-05,0.5407535101890739,0.6510074823471556
AC127496.1,0.0021650735288858414,0.5407654242783442,0.6509980726088721
PRORSD1P,0.0018154075369238853,0.5407790664585436,0.6509907438359533
RP11-357N13.1,-7.896999159129336e-05,0.5408581930662213,0.6510622429850409
CTD-2201E9.4,3.7723599234595895e-05,0.5411046893337106,0.6513352020928015
BX571672.8,-8.195092959795147e-05,0.5411893891502599,0.6514133917631996
HRG,0.00040144985541701317,0.5413377535954819,0.6515682041324526
GCNT1P3,-0.00012391099880915135,0.5414102166680124,0.6516316516729068
AC104655.3,-0.00011088467726949602,0.5415859307935953,0.6518193611721568
CTSL1P6,-9.598006727173924e-07,0.5416261430060358,0.6518439811965332
AC007389.1,0.0002014781057368964,0.5416498247206804,0.6518487057905259
RP11-368I23.2,0.00015685177640989423,0.541780883778414,0.6519826486347936
AC034228.7,0.0002578521380200982,0.5417967798778596,0.6519779989084202
OR5C1,0.00016055582091212273,0.5418073129345308,0.6519668960712925
SNORD8,-0.00014616985572502017,0.5418156753767309,0.6519531821981415
RP11-545D19.1,0.0001028589831548743,0.5418339981986151,0.6519514539626324
ZIM3,0.00023894605692476034,0.5419278207357164,0.6520405661370005
RP11-438N5.2,-7.942280353745446e-05,0.5419921745162484,0.6520942166774947
RP11-793G16.3,0.00010504625970497727,0.5421057449623807,0.6522070758444395
RP11-439K3.1,0.00016531167784705758,0.5422122960030822,0.6523114820470247
CYCSP34,-0.00024945149198174477,0.542396365891251,0.6525091367113365
RP11-58C3.2,0.0001303974277107045,0.5424014633658939,0.6524914789178091
YBX1P4,-0.00012079588486813009,0.5424727384141654,0.6525534289976079
HBZ,0.00020480556122493,0.5424855128077892,0.6525450052895737
RP11-255M2.1,8.490483742207289e-05,0.5425097054269079,0.6525503164507611
AC004870.5,-0.00028944332734681666,0.5425207117555412,0.6525397668552815
RP11-344N17.11,0.00010488445695955306,0.5425644798498548,0.6525686221939254
COX6CP2,0.00012129709648434073,0.5425645191240636,0.6525448825726644
SNORA30,0.00010656801168806851,0.5425645191240636,0.6525210974484591
RP3-512E2.2,0.0001034727247315459,0.5425645191240636,0.6524973140581162
RP11-474B12.1,5.060728290118277e-05,0.5426779663808757,0.6526099610284286
RP11-618N24.1,-9.608932305127382e-05,0.5426963208659396,0.6526082479397797
RP11-527N22.1,-0.00023254190455190837,0.542806847271759,0.6527173703754396
FAM138F,-5.9841426264028996e-05,0.5428185922161034,0.6527077059099975
AC011742.3,-4.049415292683989e-05,0.5428465033732861,0.6527174803688487
RPL7L1P3,-9.012088412418962e-05,0.5429147395883612,0.652775739112236
RPL29P24,0.0002773591550067067,0.5429148306392986,0.6527520619809662
RP11-677O4.3,0.0001250074419658631,0.5429422204773919,0.6527612069906554
CTD-3065J16.6,0.0001071864171535708,0.5429700993574073,0.6527709392711843
Z98881.1,0.00010109544382430613,0.542994046595423,0.6527759443057635
CYP2C18,0.00011280552280368283,0.54303292734935,0.6527989010781435
RPL17P41,-0.00011091966734966263,0.543091463821211,0.6528454841438668
PFN1P12,0.00021939835278317332,0.5432038481157071,0.6529567914524302
MYH7,0.00011109539627796039,0.5432185851586188,0.6529507182990392
RP11-548K12.12,9.946129284799099e-05,0.5432185851586188,0.6529269322541483
RP11-423O2.7,0.0001099147557397373,0.5432185851586188,0.6529031479421763
INSL4,-6.220173236215487e-05,0.5432185851586188,0.6528793653629339
RP11-454C18.2,-8.737295866012573e-05,0.5433203233536312,0.652977856379874
GAPDHP46,-0.00013392639812082052,0.5434391323510552,0.6530968556519057
MIR1225,-1.557287760078907e-06,0.5435987450444754,0.6532648817286737
RP11-478C1.7,0.00025473584537394345,0.5436073979822911,0.6532514876507155
CFL1P3,-0.0003907156060449779,0.5436878266186269,0.6533243440629906
RPL7P44,-9.012088412418962e-05,0.54370394918334,0.6533199243710369
AE000658.25,-0.00033144839107990265,0.5437533196817953,0.6533554545848811
RP11-684B2.3,-0.00011196706327609718,0.5438390378787918,0.6534346547762548
RP1-315G1.1,-0.0002572530065663159,0.5440073881752813,0.653613129882871
RP5-977B1.12,0.0001624180586077273,0.5440114877968403,0.6535942555386064
RP11-204E9.1,0.00020154673256911337,0.5441822219554238,0.6537755757871835
AC074091.13,0.00018495181575417519,0.5442290534797072,0.6538080327530653
SLC26A3,0.00010188664600718766,0.5442341080525143,0.6537903005604278
RP3-352A20.1,-0.0008249450474977493,0.5443578915504828,0.6539151939311967
AL158155.1,4.901149441138841e-05,0.5443756125219801,0.6539126742086331
RP11-300A12.2,0.00020533833594527096,0.5444184866631236,0.6539403679584174
RP11-328M4.2,-7.389727397821844e-05,0.5444354354081475,0.6539369199596589
RP11-536G4.2,-7.248356996569782e-05,0.5444554825012939,0.6539371935907027
LDHAL6A,0.000882347347214818,0.5444962151851236,0.6539623114455866
RP11-10F11.2,0.00021011396893300116,0.5445130734801433,0.6539587543943992
AC007163.6,0.0001242858706973493,0.5445978227933441,0.6540367315668046
LINC00395,0.0002732384018599987,0.544758400940158,0.6542057666613472
AL163952.1,-0.00010146759450435638,0.5448189173548974,0.6542546286986766
LIX1,-0.00019583990797400475,0.5448189173548974,0.6542308177066215
TNFRSF17,0.00024373646010644734,0.5448789799251925,0.6542791303090373
CTD-2373J6.1,0.00019328936468809843,0.544902768493798,0.654283883927831
RP1-91J24.1,0.00010811798711074516,0.5449086529753429,0.6542671399170829
RPSAP14,0.00043839949648827314,0.5449867143727423,0.654337056174398
RP11-687M24.5,0.00016435064026154578,0.5450035099007272,0.6543334112937376
HDC,0.0001028589831548743,0.5450385736833967,0.6543516988204954
CTD-2049J23.2,-0.00011663627810776234,0.5450461440313877,0.6543369786899883
SDIM1,-0.00011525727313710377,0.545229347478841,0.6545331024218431
MYH16,0.00044856464955955744,0.5453308297611043,0.6546311114009908
SP3P,-0.000830415403470397,0.5454007540810794,0.6546912315241827
AC004492.1,0.00012193613656563684,0.5455646440964692,0.654864138240796
RP11-16N2.1,-0.00012510665692389011,0.54577120290635,0.6550882476588824
LINC00159,7.073568121995777e-05,0.5458052039448129,0.6551052275066971
LINC00357,-0.00014849274884909391,0.5459062521085264,0.6552026768149877
FDX1P1,-0.0002934839576482773,0.5461013191680812,0.6554129574403768
AC004878.5,0.00014686462236568332,0.5461472844654524,0.655444282215022
AC068669.1,-4.0842322050593793e-05,0.546239480733139,0.6555310855746679
RP11-169O17.5,-0.0002205490309279412,0.5465887513327454,0.6559263811683556
GSTM2P1,-3.298610681667924e-05,0.5466200187312658,0.6559400464808741
RP11-298J20.1,-4.075866308994591e-05,0.546695301783181,0.6560065273424758
ADAMTS17,9.823159780353308e-05,0.5467038771521235,0.6559929604565538
SEZ6L,9.627548570279032e-05,0.5467642228600851,0.6560415118101933
FRG2B,0.00023849138233345002,0.5468118022264801,0.6560747423440986
LINC00441,0.0002967228356283158,0.5469687281850226,0.6562391617201128
RPL23AP50,6.468337232945487e-05,0.5470926855705529,0.6563640157225071
RP11-14I4.2,-9.865504398476332e-05,0.5471675736102234,0.6564299927742181
RP3-388N13.2,-0.003967383876442909,0.5471768564946383,0.6564172622178808
RP4-682E18.1,0.0003237367491237819,0.5472095239218253,0.6564325846864434
MIR298,-0.00012231299479026347,0.5472330386734309,0.6564369268897642
TNN,0.00021133139671292156,0.5472674090439786,0.6564542902317982
RP1-265C24.5,-0.0007972351741045713,0.547268837646167,0.6564321396733779
RP1-136J15.1,-0.00014390642172656953,0.547279290466351,0.6564208146038479
AC135050.5,0.0003319668467156589,0.5472858108183347,0.6564047738259162
RP11-181G12.4,1.5108169463928789e-05,0.5473004115110801,0.656398425277456
AL359697.1,4.339002771303058e-06,0.5473183678026592,0.6563961015429172
RP11-324H7.1,0.00017532071797177196,0.5473490298606436,0.6564090153837071
RP11-31K13.1,0.00010553855099715292,0.5474123186086015,0.6564610544628482
RP11-666N19.1,0.0007729879580438137,0.5478636226378805,0.6569783837520213
RP11-95P9.1,-2.7664733352139592e-05,0.5480546383163079,0.6571835583386604
AGAP7,3.162591019645333e-05,0.548298071193144,0.6574515702663003
RP11-112N13.1,-0.0001993081532418728,0.548362255849401,0.6575046381187218
AC104306.1,-0.00011015754716936499,0.5485795781429861,0.6577413125777763
TMEM95,7.286351319635287e-06,0.5485795781429861,0.6577174120940343
RP11-551M15.1,0.00011378168710507452,0.5485795781429861,0.6576935133471831
AP005135.2,-8.52522935019806e-05,0.5485795781429861,0.6576696163370331
PRG2,-0.00010346024646423757,0.5485795781429861,0.6576457210633952
RP11-173D9.1,-0.0001449061674065888,0.5485795781429861,0.65762182752608
APOC4,1.7961177945835516e-05,0.5485795781429861,0.6575979357248983
HFE2,-1.4117831597104669e-06,0.5485795781429861,0.6575740456596609
CTD-2560E9.3,0.00011803993402281776,0.5485795781429861,0.6575501573301786
RNU5E-4P,1.1150634236400947e-05,0.5485795781429861,0.6575262707362622
TPD52L3,-8.563448500353843e-05,0.5485795781429861,0.6575023858777226
RP11-80H5.6,-8.195092959795147e-05,0.5485795781429861,0.6574785027543707
CTC-235G5.2,-9.283957479055971e-05,0.5485795781429861,0.6574546213660174
CNN2P11,5.1700226322282106e-06,0.5485795781429861,0.6574307417124737
AC084121.16,0.0001165412031696178,0.5485795781429861,0.6574068637935505
RP4-635A23.3,0.00010536435001995414,0.5485795781429861,0.6573829876090589
LINC00592,1.2649365089600906e-05,0.5485795781429861,0.6573591131588098
RP11-165M1.3,0.00010395262506790459,0.5485795781429861,0.6573352404426143
RNA5SP479,-8.915601938497275e-05,0.5485795781429861,0.6573113694602835
TRDC,1.4277626178227365e-05,0.5485795781429861,0.6572875002116285
RP11-297C4.1,0.00010949552233796567,0.5485795781429861,0.6572636326964605
RP11-158I23.1,-9.128441161010414e-05,0.5485795781429861,0.6572397669145906
CTD-2194L12.2,-9.128441161010414e-05,0.5485795781429861,0.6572159028658301
RP11-1079J22.1,-8.971718489192426e-05,0.5485795781429861,0.65719204054999
RP11-761N21.1,8.965813321992755e-06,0.5485795781429861,0.6571681799668818
AC114755.3,8.965813321992755e-06,0.5485795781429861,0.6571443211163167
FOXD3,8.647723007015884e-06,0.5485795781429861,0.6571204639981059
PHBP4,-9.128441161010414e-05,0.5485795781429861,0.6570966086120608
RP11-490E15.2,-9.458577551413327e-05,0.5485795781429861,0.6570727549579928
RP11-102D18.1,0.0001165412031696178,0.5485795781429861,0.6570489030357132
CTD-2201E18.4,0.00011662820179481059,0.5485795781429861,0.6570250528450334
RP11-336K24.4,-9.781031985767186e-05,0.5485795781429861,0.657001204385765
AC005017.2,-0.00010215702059213072,0.5485795781429861,0.6569773576577194
PTP4A1P2,0.00010386561916675419,0.5485795781429861,0.656953512660708
AC007242.1,-8.406725828535855e-05,0.5485795781429861,0.6569296693945423
SNORD116-7,-9.340074029751122e-05,0.5485795781429861,0.6569058278590342
AC006989.2,0.00010386561916675419,0.5485795781429861,0.6568819880539948
REG4,7.7807781053707e-06,0.5485795781429861,0.656858149979236
OTOS,1.2331274774624035e-05,0.5485795781429861,0.6568343136345693
AC068522.4,-9.128441161010414e-05,0.5485795781429861,0.6568104790198065
CTD-3105H18.10,-8.812904707156122e-05,0.5485795781429861,0.6567866461347591
RPL13P6,0.0001344525662716478,0.5485795781429861,0.6567628149792389
HMGN2P6,7.184888090705499e-06,0.5485795781429861,0.6567389855530578
CTD-3064M3.1,-5.426281859399751e-06,0.5485795781429861,0.6567151578560274
DMRTC1,-4.88948353449814e-06,0.5485795781429861,0.6566913318879595
RP11-728F11.4,-9.41267644520849e-05,0.5485795781429861,0.6566675076486659
AC005522.6,1.2331274774624035e-05,0.5485795781429861,0.6566436851379586
LRRC14B,-8.893584890756756e-05,0.5485795781429861,0.6566198643556492
AC009065.2,1.1237636499572545e-05,0.5485795781429861,0.6565960453015499
RP11-299H22.7,7.184888090705499e-06,0.5485795781429861,0.6565722279754725
AC105402.2,-0.000110790686449036,0.5485795781429861,0.656548412377229
RP11-133K1.1,-8.681952022016048e-05,0.5485796299776955,0.6565246605409526
AC091178.1,-8.563448500353843e-05,0.5485796299776955,0.6565008483955629
CTD-3131K8.1,0.00010010572441387922,0.5485796299776955,0.6564770379774432
AC005237.2,9.223150846082717e-05,0.5485796299776955,0.6564532292864057
RP11-707A18.1,-9.899535507429391e-05,0.5485796299776955,0.6564294223222624
RP11-343P9.1,0.00010558507347013801,0.5485796299776955,0.6564056170848255
CTD-2568P8.1,1.7497830413049087e-05,0.5485796299776955,0.6563818135739071
LGI1,4.7917928895913064e-06,0.5485796299776955,0.6563580117893195
RP11-580I1.2,-2.9863840609323233e-06,0.5485796299776955,0.6563342117308747
HIGD1AP15,1.214912481373176e-05,0.5485796299776955,0.6563104133983851
AC007161.5,0.00010704790474846959,0.5485796299776955,0.6562866167916629
RP11-391J2.1,-1.241275094798766e-05,0.5485796299776955,0.6562628219105204
RP11-539E19.2,7.17585498932749e-06,0.5485796299776955,0.6562390287547699
AP001059.5,9.373023931402713e-05,0.5485796299776955,0.6562152373242237
GCSHP2,-0.00010550886509008706,0.5485796299776955,0.6561914476186943
BCRP5,0.00010465350351296365,0.5485796299776955,0.656167659637994
CRYAA,9.805640729609877e-05,0.5485796299776955,0.6561438733819351
WNT8A,9.880839934339747e-05,0.5485796299776955,0.6561200888503304
RP11-563N12.2,7.088852726155892e-06,0.5485796299776955,0.656096306042992
RS1,1.3401353498920798e-05,0.5485796299776955,0.6560725249597326
BMX,1.9041617633774877e-06,0.5485796299776955,0.6560487456003647
NECAP1P2,-0.00010110941366292536,0.5485796299776955,0.6560249679647009
LINC00444,-0.00011091966734966263,0.5485796299776955,0.6560011920525537
RP1-292B18.3,-8.086582965916023e-06,0.5485796299776955,0.6559774178637359
CTA-360L10.1,4.999448719900101e-06,0.5485796299776955,0.6559536453980598
AC073115.7,-9.41267644520849e-05,0.5485796299776955,0.6559298746553384
AC016251.1,-3.4604017855599523e-06,0.5485796299776955,0.6559061056353842
RP11-115N4.1,1.076405169442296e-05,0.5485796299776955,0.65588233833801
RP11-625H11.1,-9.321780817117542e-05,0.5485796299776955,0.6558585727630286
RNA5SP440,3.456112608546391e-06,0.5485796299776955,0.6558348089102527
RP1-95L4.3,-1.596675065229647e-05,0.5485796299776955,0.6558110467794951
RP11-674C21.9,0.00011740994523279369,0.5485796299776955,0.6557872863705686
TRGV3,-9.458577551413327e-05,0.5485796299776955,0.655763527683286
HMGN2P5,6.36904951534234e-06,0.5485796299776955,0.6557397707174605
RP11-556I14.1,-9.717718057800084e-05,0.5485796299776955,0.6557160154729048
MIR744,3.456112608546391e-06,0.5485796299776955,0.6556922619494318
MIR302B,-8.893584890756756e-05,0.5485796299776955,0.6556685101468545
RP11-21A7A.3,9.67041341937147e-06,0.5485796299776955,0.6556447600649858
